"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","Crm.Cd.1","LOCATION","LAT","LON","year","Descent_Description","month","Hour"
240708943,"05/20/2024 12:00:00 AM",2024-04-07,"00:01",7,"Wilshire",784,2,946,"OTHER MISCELLANEOUS CRIME",0,"X","X",101,"STREET","IC","Invest Cont",946,"2000 S  LONGWOOD                     AV",34.0375,-118.3506,2024,"Unknown","2024-04","00"
240508447,"04/27/2024 12:00:00 AM",2024-04-12,"16:00",5,"Harbor",531,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"259TH                        ST",33.7882,-118.3,2024,"Unknown","2024-04","16"
240500703,"10/08/2024 12:00:00 AM",2024-10-08,"16:20",5,"Harbor",503,2,900,"VIOLATION OF COURT ORDER",4,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",900,"25000    PETROLEUM                    AV",33.7977,-118.2938,2024,"Hispanic/Latin/Mexican","2024-10","16"
240312989,"08/07/2024 12:00:00 AM",2024-08-07,"13:00",3,"Southwest",392,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",18,"F","H",101,"STREET","IC","Invest Cont",626,"4TH                          AV",34,-118.3214,2024,"Hispanic/Latin/Mexican","2024-08","13"
241108472,"06/01/2024 12:00:00 AM",2024-05-09,"20:30",11,"Northeast",1109,1,330,"BURGLARY FROM VEHICLE",56,"F","H",108,"PARKING LOT","IC","Invest Cont",330,"N  FIGUEROA                     ST",34.1381,-118.1874,2024,"Hispanic/Latin/Mexican","2024-05","20"
241505415,"01/29/2024 12:00:00 AM",2024-01-03,"10:00",15,"N Hollywood",1545,1,480,"BIKE - STOLEN",0,"X","X",101,"STREET","AA","Adult Arrest",480,"CHANDLER",34.1687,-118.3878,2024,"Unknown","2024-01","10"
241304278,"01/06/2024 12:00:00 AM",2024-01-06,"16:50",13,"Newton",1362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,"M","H",148,"PUBLIC RESTROOM/OUTSIDE*","IC","Invest Cont",230,"300 E  51ST                         ST",33.9965,-118.2697,2024,"Hispanic/Latin/Mexican","2024-01","16"
240107422,"02/18/2024 12:00:00 AM",2024-02-18,"06:50",1,"Central",182,2,888,"TRESPASSING",0,"M","O",941,"MTA - EXPO LINE - PICO","IC","Invest Cont",888,"1200 S  FLOWER                       ST",34.0415,-118.2655,2024,"Other","2024-02","06"
240605678,"02/04/2024 12:00:00 AM",2024-02-02,"15:00",6,"Hollywood",646,1,310,"BURGLARY",42,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",310,"6600    DE LONGPRE                   AV",34.0962,-118.3332,2024,"Other Asian","2024-02","15"
241507348,"03/09/2024 12:00:00 AM",2024-03-09,"16:30",15,"N Hollywood",1562,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"12800    MOORPARK                     ST",34.1533,-118.4058,2024,"Unknown","2024-03","16"
240605112,"01/13/2024 12:00:00 AM",2024-01-13,"03:30",6,"Hollywood",635,1,330,"BURGLARY FROM VEHICLE",37,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont",330,"6600    FRANKLIN                     AV",34.1079,-118.3337,2024,"White","2024-01","03"
241216190,"10/14/2024 12:00:00 AM",2024-10-14,"02:30",12,"77th Street",1266,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"GRAND                        AV",33.966,-118.2803,2024,"Unknown","2024-10","02"
241209731,"04/09/2024 12:00:00 AM",2024-04-09,"01:00",12,"77th Street",1233,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT",28,"F","H",501,"SINGLE FAMILY DWELLING","AO","Adult Other",236,"1600 W  59TH                         ST",33.9875,-118.3046,2024,"Hispanic/Latin/Mexican","2024-04","01"
240405416,"02/13/2024 12:00:00 AM",2024-02-13,"20:35",4,"Hollenbeck",455,2,624,"BATTERY - SIMPLE ASSAULT",40,"F","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",624,"500 N  SAINT LOUIS                  ST",34.0485,-118.2115,2024,"Hispanic/Latin/Mexican","2024-02","20"
240107883,"02/25/2024 12:00:00 AM",2024-02-25,"06:30",1,"Central",195,1,310,"BURGLARY",46,"M","A",203,"OTHER BUSINESS","IC","Invest Cont",310,"1800 S  BROADWAY",34.0327,-118.2647,2024,"Other Asian","2024-02","06"
240806237,"02/27/2024 12:00:00 AM",2024-02-22,"16:55",8,"West LA",809,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",55,"F","W",119,"PORCH, RESIDENTIAL","IC","Invest Cont",440,"9500    TULLIS                       DR",34.1042,-118.4032,2024,"White","2024-02","16"
241709887,"05/26/2024 12:00:00 AM",2024-05-21,"19:20",17,"Devonshire",1788,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",442,"8900    BALBOA                       BL",34.2322,-118.5113,2024,"Unknown","2024-05","19"
241708578,"04/21/2024 12:00:00 AM",2024-04-21,"17:30",17,"Devonshire",1785,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT",51,"F","H",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest",626,"8900    WILBUR                       AV",34.2319,-118.5448,2024,"Hispanic/Latin/Mexican","2024-04","17"
240507690,"04/07/2024 12:00:00 AM",2024-04-07,"10:08",5,"Harbor",518,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",121,"YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont",442,"200 E  PACIFIC COAST                HY",33.798,-118.2604,2024,"Unknown","2024-04","10"
240506609,"03/08/2024 12:00:00 AM",2024-03-03,"17:00",5,"Harbor",516,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",41,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",420,"1000    LAGOON                       AV",33.7827,-118.2673,2024,"Hispanic/Latin/Mexican","2024-03","17"
241609440,"07/23/2024 12:00:00 AM",2024-07-23,"15:35",16,"Foothill",1612,1,510,"VEHICLE - STOLEN",0,"","",108,"PARKING LOT","IC","Invest Cont",510,"13500    PAXTON                       ST",34.2732,-118.4268,2024,"Unknown","2024-07","15"
240308457,"03/27/2024 12:00:00 AM",2024-03-21,"14:00",3,"Southwest",394,2,662,"BUNCO, GRAND THEFT",73,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",662,"4100    3RD                          AV",34.0108,-118.3204,2024,"Black","2024-03","14"
240105240,"01/18/2024 12:00:00 AM",2024-01-18,"11:15",1,"Central",158,2,624,"BATTERY - SIMPLE ASSAULT",33,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",624,"500    CERES                        AV",34.0414,-118.2399,2024,"Black","2024-01","11"
241406902,"03/02/2024 12:00:00 AM",2024-03-02,"10:30",14,"Pacific",1469,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",404,"DEPARTMENT STORE","IC","Invest Cont",442,"6800    LA TIJERA                    BL",33.9773,-118.3718,2024,"Unknown","2024-03","10"
240706734,"03/05/2024 12:00:00 AM",2024-02-27,"12:00",7,"Wilshire",782,1,310,"BURGLARY",65,"F","O",221,"PUBLIC STORAGE","IC","Invest Cont",310,"5900    BURCHARD                     AV",34.0365,-118.3734,2024,"Other","2024-02","12"
240711421,"09/16/2024 12:00:00 AM",2024-09-14,"14:39",7,"Wilshire",755,1,440,"THEFT PLAIN - PETTY ($950 & UNDER)",32,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont",440,"1300 S  COCHRAN                      AV",34.0509,-118.3516,2024,"Black","2024-09","14"
240908136,"04/18/2024 12:00:00 AM",2024-04-16,"03:30",9,"Van Nuys",946,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","AO","Adult Other",510,"14000    OXNARD                       ST",34.1794,-118.4377,2024,"Unknown","2024-04","03"
241708451,"04/17/2024 12:00:00 AM",2024-03-15,"12:00",17,"Devonshire",1708,2,354,"THEFT OF IDENTITY",52,"M","H",501,"SINGLE FAMILY DWELLING","IC","Invest Cont",354,"16900    RINALDI                      ST",34.2954,-118.4886,2024,"Hispanic/Latin/Mexican","2024-03","12"
240905373,"02/07/2024 12:00:00 AM",2024-02-01,"18:30",9,"Van Nuys",932,1,331,"THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)",30,"M","H",101,"STREET","IC","Invest Cont",331,"6200    COLUMBUS                     AV",34.183,-118.464,2024,"Hispanic/Latin/Mexican","2024-02","18"
241404965,"01/23/2024 12:00:00 AM",2024-01-19,"18:20",14,"Pacific",1444,2,625,"OTHER ASSAULT",45,"M","O",710,"OTHER PREMISE","IC","Invest Cont",625,"700    WASHINGTON                   BL",33.9866,-118.4548,2024,"Other","2024-01","18"
240805108,"01/12/2024 12:00:00 AM",2024-01-12,"10:55",8,"West LA",833,1,330,"BURGLARY FROM VEHICLE",37,"F","H",707,"GARAGE/CARPORT","IC","Invest Cont",330,"10900    WILSHIRE                     BL",34.0588,-118.4439,2024,"Hispanic/Latin/Mexican","2024-01","10"
240805380,"02/06/2024 12:00:00 AM",2024-02-06,"06:01",8,"West LA",841,1,330,"BURGLARY FROM VEHICLE",42,"M","H",507,"CONDOMINIUM/TOWNHOUSE","IC","Invest Cont",330,"1300 S  BUNDY                        DR",34.0429,-118.4661,2024,"Hispanic/Latin/Mexican","2024-02","06"
241908677,"05/08/2024 12:00:00 AM",2024-05-07,"11:15",19,"Mission",1984,2,624,"BATTERY - SIMPLE ASSAULT",26,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other",624,"8400    WILLIS                       AV",34.2231,-118.4553,2024,"Hispanic/Latin/Mexican","2024-05","11"
241210906,"04/28/2024 12:00:00 AM",2024-04-28,"17:50",12,"77th Street",1268,2,903,"CONTEMPT OF COURT",59,"M","H",104,"DRIVEWAY","AO","Adult Other",903,"7900 S  BROADWAY",33.9679,-118.2783,2024,"Hispanic/Latin/Mexican","2024-04","17"
241607852,"05/02/2024 12:00:00 AM",2024-05-01,"21:20",16,"Foothill",1638,1,420,"THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)",0,"","",101,"STREET","IC","Invest Cont",420,"10300    HILLHAVEN                    AV",34.2559,-118.2902,2024,"Unknown","2024-05","21"
241107864,"05/03/2024 12:00:00 AM",2024-04-28,"12:32",11,"Northeast",1183,1,442,"SHOPLIFTING - PETTY THEFT ($950 & UNDER)",0,"X","X",403,"DRUG STORE","IC","Invest Cont",442,"1600 W  SUNSET                       BL",34.0832,-118.2572,2024,"Unknown","2024-04","12"
240711879,"10/08/2024 12:00:00 AM",2024-10-07,"20:00",7,"Wilshire",745,1,510,"VEHICLE - STOLEN",0,"","",101,"STREET","IC","Invest Cont",510,"5400    SAN VICENTE                  BL",34.053,-118.3517,2024,"Unknown","2024-10","20"
241008468,"05/03/2024 12:00:00 AM",2024-05-03,"19:05",10,"West Valley",1024,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",44,"F","H",101,"STREET","AA","Adult Arrest",230,"RHEA",34.2012,-118.5415,2024,"Hispanic/Latin/Mexican","2024-05","19"
